investigation_type,accident_number,event_date,location,country,latitude,longitude,airport_code,airport_name,injury_severity,aircraft_damage,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,far_description,schedule,purpose_of_flight,air_carrier,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,publication_date
Accident,MKC82FA069,1982-05-02,"ADEL, IA",United States,,,K25,HUSBAND,Fatal(1),Destroyed,Airplane,N560A,Starfire,JRF,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Landing,Probable Cause,02-05-1983
Accident,FTW82FRJ11,1982-05-02,"PLAIN DEALING, LA",United States,,,,,Non-Fatal,Destroyed,Airplane,N1960C,Cessna,170B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,2.0,0.0,0.0,VMC,Maneuvering,Probable Cause,02-05-1983
Accident,FTW82FRG28,1982-05-02,"SAN ANTONIO, TX",United States,,,,TWIN OAKS,Non-Fatal,Destroyed,Airplane,N7836C,Mooney,M20A,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,2.0,0.0,2.0,VMC,Landing,Probable Cause,02-05-1983
Accident,FTW82FQD11,1982-05-02,"MESCALERO, NM",United States,,,,,Fatal(2),Destroyed,Airplane,N1884J,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,02-05-1983
Accident,CHI82FA145,1982-05-02,"PARDEEVILLE, WI",United States,,,,PRIVATE,Fatal(1),Destroyed,Airplane,N12696,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,02-05-1983
Accident,ATL82FKG13,1982-05-02,"THOMSON, GA",United States,,,,,Fatal(2),Destroyed,Airplane,N3559L,Great Lakes,2T-1A-2,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,02-05-1983
Accident,SEA82DA062,1982-05-02,"LISABUELLA, WA",United States,,,WA69,WAX ORCHARD,Non-Fatal,Substantial,Airplane,N54569,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,02-05-1983
Accident,SEA82DA061,1982-05-02,"SUNRIVER, OR",United States,,,S21,SUNRIVER AIRPORT,Non-Fatal,Substantial,Airplane,N4518U,Grumman,AA-5B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,02-05-1983
Accident,NYC82DA087,1982-05-02,"NEW PALTZ, NY",United States,,,,,Non-Fatal,Substantial,Helicopter,N116S,Hiller,UH-12A,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,02-05-1983
Accident,NYC82DA084,1982-05-02,"ALTOONA, PA",United States,,,,BLAIR COUNTY AIRPORT,Non-Fatal,Substantial,Airplane,N975T,Beech,35-33,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,02-05-1983
Accident,MKC82DA068,1982-05-02,"OTTUMWA, IA",United States,,,,,Non-Fatal,Substantial,Airplane,N313Z,Beech,M35,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,2.0,VMC,Cruise,Probable Cause,02-05-1983
Accident,LAX82FVG22,1982-05-02,"LAKEPORT, CA",United States,,,,LAMPSON,Non-Fatal,Substantial,Airplane,N58ED,Osprey,2,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,VMC,Approach,Probable Cause,02-05-1983
Accident,FTW82DA161,1982-05-02,"STERLING CITY, TX",United States,,,,,Non-Fatal,Substantial,Airplane,N5374N,Boeing,E75,No,1.0,Reciprocating,Part 91: General Aviation,,Ferry,,0.0,0.0,1.0,1.0,VMC,Cruise,Probable Cause,02-05-1983
Accident,FTW82DA158,1982-05-02,"MIDLAND, TX",United States,,,MDD,MIDLAND AIRPARK,Non-Fatal,Substantial,Airplane,N70TT,Piper,PA-31-350,No,2.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,1.0,IMC,Takeoff,Probable Cause,02-05-1983
Accident,CHI82FA146,1982-05-02,"CHICAGO, IL",United States,,,ORD,O'HARE FIELD,Non-Fatal,Substantial,Airplane,N6235V,Beech,56TC,No,2.0,Reciprocating,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,5.0,VMC,Landing,Probable Cause,02-05-1983
Accident,CHI82DA152,1982-05-02,"QUINCY, IN",United States,,,,PRIVATE STRIP,Non-Fatal,Substantial,Airplane,N7606H,Piper,PA-12,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,VMC,Approach,Probable Cause,02-05-1983
Accident,ATL82FKM03,1982-05-02,"STATESVILLE, NC",United States,,,,,Fatal(1),Substantial,Airplane,N1035G,Hudson,2-2-2E,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,02-05-1983
Accident,ATL82DA120,1982-05-02,"PADUCAH, KY",United States,,,,,Non-Fatal,Substantial,Airplane,N704FC,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,02-05-1983
Accident,NYC82DA086,1982-05-02,"NEW LONDON, NH",United States,,,,,Non-Fatal,Substantial,Airplane,N8309V,Champion,7GCAA,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,02-05-1983
Accident,FTW82FRA20,1982-05-03,"ALVIN, TX",United States,,,,ALVIN,Non-Fatal,Destroyed,Airplane,N8456V,Rockwell Intl,S-2R,No,1.0,Turbo Prop,Part 137: Agricultural,UNK,Aerial Application,,0.0,1.0,0.0,0.0,VMC,Maneuvering,Probable Cause,03-05-1983
Accident,FTW82DA165,1982-05-03,"MARFA, TX",United States,,,,ESCONDIDO RANCH,Non-Fatal,Substantial,Airplane,N7615Z,Piper,PA-18-150,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,03-05-1983
Accident,CHI82DA149,1982-05-03,"FLINT, MI",United States,,,FNT,BISHOP,Non-Fatal,Substantial,Helicopter,N8963F,Hughes,269C,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Standing,Probable Cause,03-05-1983
Accident,ATL82DA122,1982-05-03,"GREENWOOD, MS",United States,,,GWO,,Non-Fatal,Substantial,Airplane,N8617L,Piper,PA-25-235,No,1.0,Reciprocating,Part 137: Agricultural,UNK,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,03-05-1983
Accident,FTW82DA162,1982-05-03,"LUBBOCK, TX",United States,,,,PRIVATE,Non-Fatal,Substantial,Airplane,N7350Z,Piper,PA-25-235,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,03-05-1983
Accident,SEA82FA064,1982-05-04,"OREGON CITY, OR",United States,,,10RG,CLACKAMAS HEIGHTS,Fatal(2),Destroyed,Airplane,N6752S,Cessna,150H,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,04-05-1983
Incident,MKC82IA071,1982-05-04,"CHESTERFIELD, MO",United States,,,SUS,SPIRIT OF ST. LOUIS,Incident,Minor,Airplane,N2048Z,Beech,F33A,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,04-05-1983
Accident,LAX82DA158,1982-05-04,"NORTH LAS VEGAS, NV",United States,,,VGT,NORTH LAS VEGAS,Non-Fatal,Substantial,Airplane,N29500,Piper,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,04-05-1983
Accident,FTW82DPG10,1982-05-04,"GLENWOOD, AR",United States,,,,,Non-Fatal,Substantial,Airplane,N4458Q,Cessna,188B,No,1.0,Reciprocating,Part 91: General Aviation,,Ferry,,0.0,1.0,0.0,0.0,VMC,Cruise,Probable Cause,04-05-1983
Accident,FTW82DA166,1982-05-04,"LUBBOCK, TX",United States,,,LBB,LUBBOCK MUNICIPAL,Non-Fatal,Substantial,Airplane,N73795,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,1.0,UNK,Taxi,Probable Cause,04-05-1983
Accident,DEN82DA078,1982-05-04,"LOVELL, WY",United States,,,U68,NORTH BIG HORN COUNTY,Non-Fatal,Substantial,Airplane,N91682,Cessna,182M,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,04-05-1983
Accident,FTW82DA164,1982-05-04,"HOUSTON, TX",United States,,,,,Non-Fatal,Substantial,Airplane,N6746K,Grumman,G-164B,No,1.0,Turbo Prop,Part 137: Agricultural,UNK,Unknown,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,04-05-1983
Accident,CHI82DA150,1982-05-04,"OTSEGO, OH",United States,,,,,Non-Fatal,Substantial,Helicopter,N16861,Sikorsky,S-55B,No,1.0,Reciprocating,Part 137: Agricultural,UNK,Unknown,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,04-05-1983
Accident,ANC82DA039,1982-05-04,"TOK, AK",United States,,,,,Non-Fatal,Substantial,Helicopter,N9239F,Hughes,369HS,No,1.0,Turbo Shaft,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,04-05-1983
Accident,FTW82FRJ10,1982-05-05,"COTTONPORT, LA",United States,,,,,Fatal(1),Destroyed,Helicopter,N9098T,Continental,TOMCAT MK6C,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,05-05-1983
Accident,FTW82AA167,1982-05-05,"CHARLOTTE, TX",United States,,,,,Fatal(7),Destroyed,Airplane,N98949,Beech,B90,No,2.0,Turbo Prop,Part 91: General Aviation,,Personal,,7.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,05-05-1983
Accident,SEA82DA066,1982-05-05,"GRANDE RONDE, OR",United States,,,752,ANDERSON'S,Non-Fatal,Substantial,Airplane,N6701F,Cessna,150F,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,05-05-1983
Accident,FTW82FRD10,1982-05-05,"FRANKLINTON, LA",United States,,,,,Fatal(1),Substantial,Airplane,N73013,Cessna,207,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,1.0,1.0,0.0,0.0,VMC,Maneuvering,Probable Cause,05-05-1983
Accident,CHI82DA151,1982-05-05,"CISSNO PARK, IL",United States,,,,HARRY YERGLER,Non-Fatal,Substantial,Airplane,N7709T,Cessna,172A,No,1.0,Reciprocating,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,05-05-1983
Accident,ATL82DA125,1982-05-05,"JONESBORO, TN",United States,,,,DECKER FARM,Non-Fatal,Substantial,Airplane,N900AA,Piper,PA-38-112,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,05-05-1983
Accident,SEA82FYA07,1982-05-06,"GOODING, ID",United States,,,,,Non-Fatal,Destroyed,Helicopter,N9184F,Hughes,369HS,No,1.0,Turbo Shaft,Part 137: Agricultural,UNK,Aerial Application,,0.0,1.0,0.0,0.0,VMC,Maneuvering,Probable Cause,06-05-1983
Accident,DCA82AA020,1982-05-06,"NEAR SAVANNAH, GA",United States,,,,,Fatal(4),Destroyed,Airplane,N100TA,Gates Learjet,23,No,2.0,Turbo Jet,Part 91: General Aviation,,Business,,4.0,0.0,0.0,0.0,VMC,Descent,Probable Cause,06-05-1983
Accident,SEA82DA065,1982-05-06,"WALLA WALLA, WA",United States,,,ALW,WALLA WALLA CITY COUNTY,Non-Fatal,Substantial,Airplane,N6319F,Cessna,182P,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,1.0,1.0,VMC,Descent,Probable Cause,06-05-1983
Accident,NYC82FNC09,1982-05-06,"MILLINOCKET, ME",United States,,,,,Non-Fatal,Substantial,Airplane,N60166,Cessna,U206,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,06-05-1983
Accident,LAX82DA160,1982-05-06,"WILLCOX, AZ",United States,,,P33,COCHISE COUNTY,Non-Fatal,Substantial,Airplane,N2393B,Piper,PA-38,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,06-05-1983
Accident,FTW82DA168,1982-05-06,"HARRISON, AR",United States,,,HRO,BOONE COUNTY,Non-Fatal,Substantial,Airplane,N47522,Piper,PA-34-200T,No,2.0,Reciprocating,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,5.0,IMC,Landing,Probable Cause,06-05-1983
Accident,ATL82DA126,1982-05-06,"FRONT ROYAL, VA",United States,,,FRR,FRONT ROYAL-WARREN CO,Non-Fatal,Substantial,Airplane,N4903J,Piper,PA-28R-180,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,1.0,1.0,0.0,VMC,Cruise,Probable Cause,06-05-1983
Accident,DEN82DA079,1982-05-06,"BISMARCK, ND",United States,,,BIS,BISMARCK MUNICIPAL,Non-Fatal,Substantial,Airplane,N4504Q,Cessna,402A,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Capital Aviation Corporation,0.0,0.0,0.0,8.0,VMC,Landing,Probable Cause,06-05-1983
Accident,LAX82FA162,1982-05-07,"SANTA BARBARA, CA",United States,,,SBA,SANTA BARBARA,Fatal(2),Destroyed,Airplane,N4907V,Bellanca,17-30,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,VMC,Go-around,Probable Cause,07-05-1983
Accident,NYC82DA090,1982-05-07,"PITTSTOWN, NJ",United States,,,N85,ALEXANDRIA,Non-Fatal,Substantial,Airplane,N9078V,Mooney,M20G,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,07-05-1983
Accident,MIA82DA122,1982-05-07,"HIGH SPRINGS, FL",United States,,,,HIGH SPRINGS,Non-Fatal,Substantial,Airplane,N44740,Piper,PA-28,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,07-05-1983
Accident,MIA82DA119,1982-05-07,"GENEVA, FL",United States,,,12,SOUTHERLAND PRIVATE,Non-Fatal,Substantial,Airplane,N1355V,Cessna,172K,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,07-05-1983
Accident,MIA82DA118,1982-05-07,"FORT LAUDERDALE, FL",United States,,,FLL,FORT LAUDERDALE,Non-Fatal,Substantial,Airplane,N613C,Cessna,T210M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,07-05-1983
Accident,MIA82DA117,1982-05-07,"GAINESVILLE, FL",United States,,,GNV,GAINESVILLE,Non-Fatal,Substantial,Airplane,N9346T,Piper,PA-38-112,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,07-05-1983
Accident,LAX82FVD16,1982-05-07,"FREMONT, CA",United States,,,Q59,FREMONT,Non-Fatal,Substantial,Helicopter,N19NS,Scorpion,133,Yes,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,07-05-1983
Accident,LAX82DVG24,1982-05-07,"MAXWELL, CA",United States,,,,FARMER STRIP,Non-Fatal,Substantial,Airplane,N5050V,Boeing,A75,No,1.0,Reciprocating,Part 137: Agricultural,UNK,Aerial Application,,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,07-05-1983
Accident,CHI82DA153,1982-05-07,"PEORIA, IL",United States,,,PIA,GREATER PEORIA,Non-Fatal,Substantial,Airplane,N6265P,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,07-05-1983
Accident,MKC82DA072,1982-05-07,"NORTH LOUP, NE",United States,,,,FOX,Non-Fatal,Substantial,Airplane,N4339Z,Piper,PA-18,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,07-05-1983
Accident,MIA82DA116,1982-05-07,"JACKSONVILLE, FL",United States,,,,,Non-Fatal,Substantial,Helicopter,N90825,Aerospatiale,SA-319B,No,1.0,Turbo Shaft,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,5.0,VMC,Climb,Probable Cause,07-05-1983
Accident,LAX82FA164,1982-05-08,"UPPER LAKE, CA",United States,,,1Q5,GRAVELLY VALLEY,Fatal(4),Destroyed,Airplane,N8313E,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,4.0,0.0,0.0,0.0,VMC,Go-around,Probable Cause,08-05-1983
Accident,LAX82FA163,1982-05-08,"FOUNTAIN VALLEY, CA",United States,,,,,Non-Fatal,Minor,Balloon,GBJZC,"Thunder Balloons, Ltd.",LTD.,No,0.0,Unknown,Part 91: General Aviation,,Unknown,,0.0,2.0,2.0,0.0,VMC,Takeoff,Probable Cause,08-05-1983
Accident,LAX82FA161,1982-05-08,"BURBANK, CA",United States,,,BUR,BURBANK,Fatal(3),Destroyed,Airplane,N8007J,Smith Aerostar,600,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,3.0,0.0,0.0,0.0,IMC,Climb,Probable Cause,08-05-1983
Accident,FTW82FPG11,1982-05-08,"AMAGON, AR",United States,,,,,Fatal(1),Destroyed,Helicopter,N45867,Moore Bell,47D1,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,1.0,0.0,0.0,0.0,VMC,Landing,Probable Cause,08-05-1983
Accident,ATL82FLQ05,1982-05-08,"MAGAN, KY",United States,,,,,Fatal(1),Destroyed,Airplane,N8376D,Beech,J35,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,IMC,Descent,Probable Cause,08-05-1983
Accident,MKC82DA074,1982-05-08,"HAYITT, MO",United States,,,M28,MID CONTINENT,Non-Fatal,Substantial,Airplane,N5067K,Bellanca,8KCAB,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,08-05-1983
Accident,LAX82FVG23,1982-05-08,"PLEASANT GROVE, CA",United States,,,,CATLETT AG STRIP,Fatal(1),Substantial,Airplane,N68820,Boeing,A75N1,No,1.0,Reciprocating,Part 137: Agricultural,UNK,Aerial Application,,1.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,08-05-1983
Accident,LAX82DA206,1982-05-08,"MOJAVE, CA",United States,,,EDW,EDWARDS AIR FORCE BASE,Non-Fatal,Substantial,Airplane,N5111E,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,08-05-1983
Accident,FTW82FQA18,1982-05-08,"LOS LUNAS, NM",United States,,,E98,MID VALLEY,Fatal(1),Substantial,Glider,N48032,Blanik,L-13,No,0.0,Unknown,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,08-05-1983
Accident,CHI82DA158,1982-05-08,"BLOOMINGTON, IL",United States,,,IL41,BLOOMINGTON-NORMAL,Non-Fatal,Substantial,Airplane,N8197F,Cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,08-05-1983
Accident,CHI82DA156,1982-05-08,"YALE, MI",United States,,,MI64,PARA,Non-Fatal,Substantial,Airplane,N15585,Piper,PA-28-180,No,4.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,08-05-1983
Accident,CHI82DA155,1982-05-08,"AURORA, IL",United States,,,ARR,AURORA MUNICIPAL,Non-Fatal,Substantial,Airplane,N9388C,Cessna,180,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,08-05-1983
Accident,CHI82DA154,1982-05-08,"OTTAWA, IL",United States,,,C13,OTTAWA,Non-Fatal,Substantial,Airplane,N8454S,Cessna,182,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,2.0,0.0,VMC,Landing,Probable Cause,08-05-1983
Accident,ANC82DAG24,1982-05-08,"GULKANA, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N4156D,Helio,H-395,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,08-05-1983
Accident,ANC82DAG22,1982-05-08,"ANCHORAGE, AK",United States,,,IAP,ANCHORAGE,Non-Fatal,Substantial,Airplane,N195X,Cessna,195,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,08-05-1983
Accident,MKC82DA073,1982-05-08,"WALDEN, MO",United States,,,06MO,NOAHS ARK,Non-Fatal,Substantial,Airplane,N32RA,Taylor,MONOPLANE,Yes,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,08-05-1983
Accident,FTW82DA169,1982-05-08,"WELSH, LA",United States,,,,,Non-Fatal,Substantial,Airplane,N9937,Grumman,G164A,No,1.0,Reciprocating,Part 137: Agricultural,UNK,Unknown,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,08-05-1983
Accident,DEN82DA081,1982-05-08,"MEDICINE BOW, WY",United States,,,80V,MEDICINE BOW,Non-Fatal,Substantial,Airplane,N6994C,Piper,PA-28R-200,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Gillis Aviation,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,08-05-1983
Accident,MKC82FCQ09,1982-05-09,"FREDONIA, KS",United States,,,,FREDONIA MUNICIPAL,Fatal(2),Destroyed,Airplane,N2248K,Luscombe,8A,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,2.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,09-05-1983
Accident,LAX82FA171,1982-05-09,"EL PORTAL, CA",United States,,,,,Fatal(3),Destroyed,Airplane,N2996E,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,3.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,09-05-1983
Accident,LAX82FA168,1982-05-09,"MT. WILSON, CA",United States,,,,,Fatal(2),Destroyed,Airplane,N6812B,Cessna,T210M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,09-05-1983
Accident,FTW82FRG30,1982-05-09,"ARMSTRONG, TX",United States,,,,,Fatal(2),Destroyed,Airplane,N9330X,Cessna,182E,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,09-05-1983
Accident,SEA82DA067,1982-05-09,"N.W. OF COPALIS, WA",United States,,,S16,COPALIS STATE,Non-Fatal,Substantial,Airplane,N5045R,Cessna,A185F,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,09-05-1983
Accident,MKC82FA075,1982-05-09,"SMITHVILLE, MO",United States,,,MCI,KANSAS CITY INTERNATIONAL,Non-Fatal,Substantial,Airplane,N1877L,Beech,A36,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,3.0,2.0,0.0,VMC,Descent,Probable Cause,09-05-1983
Accident,MKC82DA076,1982-05-09,"HAYS, KS",United States,,,,,Non-Fatal,Substantial,Airplane,N501A,Bellanca,14-19,No,1.0,Reciprocating,Part 91: General Aviation,,Ferry,,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,09-05-1983
Accident,LAX82DA165,1982-05-09,"SAN CARLOS, CA",United States,,,SQL,SAN CARLOS,Non-Fatal,Substantial,Airplane,N9180T,Piper,PA-18-150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,09-05-1983
Accident,FTW82DA170,1982-05-09,"COAHAMA, TX",United States,,,BGS,BIG SPRING,Non-Fatal,Substantial,Airplane,N757RS,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,09-05-1983
Accident,DEN82DA082,1982-05-09,"WALSH, CO",United States,,,OKO,GRIFFIN,Non-Fatal,Substantial,Airplane,N4050B,Bellanca,17-31ATC,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,09-05-1983
Accident,CHI82FA157,1982-05-09,"MILWAUKEE, WI",United States,,,MWC,TIMMERMAN,Non-Fatal,Substantial,Airplane,N6837J,Piper,PA-32-300,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,4.0,VMC,Cruise,Probable Cause,09-05-1983
Accident,CHI82DA159,1982-05-09,"DOWAGIAC, MI",United States,,,,,Non-Fatal,Substantial,Airplane,N8005E,Lake,LA-4,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Taxi,Probable Cause,09-05-1983
Accident,ATL82FIJ01,1982-05-09,"ATHENS, WV",United States,,,,,Fatal(1),Substantial,Helicopter,N2255U,Brantley,B-2B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,09-05-1983
Accident,ATL82DA128,1982-05-09,"GREENSBORO, NC",United States,,,NC01,MAY,Non-Fatal,Substantial,Airplane,N5938J,Cessna,A150L,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,09-05-1983
Accident,ATL82DA127,1982-05-09,"HERNDON, VA",United States,,,IAD,DULLES INTER'L. AIRPORT,Non-Fatal,Substantial,Airplane,N969H,Beech,35-B33,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,5.0,VMC,Cruise,Probable Cause,09-05-1983
Accident,ANC82DAG23,1982-05-09,"CULKANA, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N5513K,Bellanca,7ECA,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,09-05-1983
Accident,SEA82DA068,1982-05-09,"15N OF MEDFORD, OR",United States,,,OR96,BEAGLE SKY RANCH,Non-Fatal,Substantial,Airplane,N1434Z,De Havilland,2,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,10.0,VMC,Takeoff,Probable Cause,09-05-1983
